,Date,Product_ID,Demand,Inventory
0,2025-10-31,101316,0,0
1,2025-10-31,101318,0,0
2,2025-10-31,101324,0,0
3,2025-10-31,101352,0,0
4,2025-10-31,101353,0,0
5,2025-10-31,101354,0,0
6,2025-10-31,101357,0,0
7,2025-10-31,102003,0,0
8,2025-10-31,102039,0,0
9,2025-10-31,102068,0,0
10,2025-10-31,102353,0,0
11,2025-10-31,102365,0,0
12,2025-10-31,102376,0,0
13,2025-10-31,102708,0,0
14,2025-10-31,102875,0,0
15,2025-10-31,102877,0,0
16,2025-10-31,104046,0,0
17,2025-10-31,104051,0,74
18,2025-10-31,104082,0,0
19,2025-10-31,104083,0,0
20,2025-10-31,104089,0,0
21,2025-10-31,104097,0,0
22,2025-10-31,104098,0,0
23,2025-10-31,104110,0,0
24,2025-10-31,104114,0,0
25,2025-10-31,104115,0,0
26,2025-10-31,104132,0,0
27,2025-10-31,104133,0,0
28,2025-10-31,104134,0,0
29,2025-10-31,104574,0,0
30,2025-10-31,300640,0,0
31,2025-10-31,300641,0,0
32,2025-10-31,300646,0,0
33,2025-10-31,300647,0,0
34,2025-10-31,300648,0,0
35,2025-10-31,300722,0,36
36,2025-10-31,300834,0,0
37,2025-10-31,301303,0,0
38,2025-10-31,301304,0,0
39,2025-10-31,301309,0,0
40,2025-10-31,301310,0,0
41,2025-10-31,301797,0,0
42,2025-10-31,301798,0,0
43,2025-10-31,301816,0,0
44,2025-10-31,400398,0,0
45,2025-10-31,400399,0,0
46,2025-10-31,400401,0,0
47,2025-10-31,400478,0,0
48,2025-10-31,400927,0,0
49,2025-10-31,400929,0,0
50,2025-10-31,400935,0,0
51,2025-10-31,400939,0,0
52,2025-10-31,400950,0,0
53,2025-10-31,400951,0,0
54,2025-10-31,400953,0,0
55,2025-10-31,401583,0,0
56,2025-10-31,401763,0,0
57,2025-10-31,401795,0,0
58,2025-10-31,401832,0,0
59,2025-10-31,401883,0,0
60,2025-10-31,402048,0,0
61,2025-11-01,101316,0,0
62,2025-11-01,101318,0,0
63,2025-11-01,101324,0,0
64,2025-11-01,101352,0,0
65,2025-11-01,101353,0,0
66,2025-11-01,101354,0,0
67,2025-11-01,101357,0,0
68,2025-11-01,102003,0,0
69,2025-11-01,102039,0,0
70,2025-11-01,102068,0,0
71,2025-11-01,102353,0,0
72,2025-11-01,102365,0,0
73,2025-11-01,102376,0,0
74,2025-11-01,102708,0,0
75,2025-11-01,102875,0,0
76,2025-11-01,102877,0,0
77,2025-11-01,104046,0,0
78,2025-11-01,104051,0,74
79,2025-11-01,104082,0,0
80,2025-11-01,104083,0,0
81,2025-11-01,104089,0,0
82,2025-11-01,104097,0,0
83,2025-11-01,104098,0,0
84,2025-11-01,104110,0,0
85,2025-11-01,104114,0,0
86,2025-11-01,104115,0,0
87,2025-11-01,104132,0,0
88,2025-11-01,104133,0,48
89,2025-11-01,104134,0,0
90,2025-11-01,104574,0,0
91,2025-11-01,300640,0,0
92,2025-11-01,300641,0,0
93,2025-11-01,300646,0,0
94,2025-11-01,300647,0,0
95,2025-11-01,300648,0,0
96,2025-11-01,300722,0,36
97,2025-11-01,300834,0,0
98,2025-11-01,301303,0,0
99,2025-11-01,301304,0,0
100,2025-11-01,301309,0,0
101,2025-11-01,301310,0,0
102,2025-11-01,301797,0,0
103,2025-11-01,301798,0,0
104,2025-11-01,301816,0,0
105,2025-11-01,400398,0,0
106,2025-11-01,400399,0,0
107,2025-11-01,400401,0,0
108,2025-11-01,400478,0,0
109,2025-11-01,400927,0,0
110,2025-11-01,400929,0,0
111,2025-11-01,400935,0,0
112,2025-11-01,400939,0,0
113,2025-11-01,400950,0,0
114,2025-11-01,400951,0,0
115,2025-11-01,400953,0,0
116,2025-11-01,401583,0,0
117,2025-11-01,401763,0,0
118,2025-11-01,401795,0,0
119,2025-11-01,401832,0,0
120,2025-11-01,401883,0,0
121,2025-11-01,402048,0,0
122,2025-11-02,101316,0,0
123,2025-11-02,101318,0,0
124,2025-11-02,101324,0,0
125,2025-11-02,101352,0,0
126,2025-11-02,101353,0,0
127,2025-11-02,101354,0,0
128,2025-11-02,101357,0,0
129,2025-11-02,102003,0,0
130,2025-11-02,102039,0,0
131,2025-11-02,102068,0,0
132,2025-11-02,102353,0,0
133,2025-11-02,102365,0,0
134,2025-11-02,102376,0,0
135,2025-11-02,102708,0,0
136,2025-11-02,102875,0,0
137,2025-11-02,102877,0,0
138,2025-11-02,104046,0,0
139,2025-11-02,104051,0,74
140,2025-11-02,104082,0,0
141,2025-11-02,104083,0,0
142,2025-11-02,104089,0,0
143,2025-11-02,104097,0,0
144,2025-11-02,104098,0,0
145,2025-11-02,104110,0,0
146,2025-11-02,104114,0,0
147,2025-11-02,104115,0,0
148,2025-11-02,104132,0,0
149,2025-11-02,104133,48,0
150,2025-11-02,104134,0,0
151,2025-11-02,104574,0,0
152,2025-11-02,300640,0,0
153,2025-11-02,300641,0,0
154,2025-11-02,300646,0,0
155,2025-11-02,300647,0,0
156,2025-11-02,300648,0,0
157,2025-11-02,300722,0,36
158,2025-11-02,300834,0,0
159,2025-11-02,301303,0,0
160,2025-11-02,301304,0,0
161,2025-11-02,301309,0,0
162,2025-11-02,301310,0,0
163,2025-11-02,301797,0,0
164,2025-11-02,301798,0,0
165,2025-11-02,301816,0,0
166,2025-11-02,400398,0,0
167,2025-11-02,400399,0,0
168,2025-11-02,400401,0,0
169,2025-11-02,400478,0,0
170,2025-11-02,400927,0,0
171,2025-11-02,400929,0,0
172,2025-11-02,400935,0,0
173,2025-11-02,400939,0,0
174,2025-11-02,400950,0,0
175,2025-11-02,400951,0,0
176,2025-11-02,400953,0,0
177,2025-11-02,401583,0,0
178,2025-11-02,401763,0,0
179,2025-11-02,401795,0,0
180,2025-11-02,401832,0,0
181,2025-11-02,401883,0,0
182,2025-11-02,402048,0,0
183,2025-11-03,101316,0,0
184,2025-11-03,101318,0,0
185,2025-11-03,101324,0,0
186,2025-11-03,101352,0,0
187,2025-11-03,101353,0,0
188,2025-11-03,101354,0,0
189,2025-11-03,101357,0,0
190,2025-11-03,102003,0,0
191,2025-11-03,102039,0,0
192,2025-11-03,102068,0,0
193,2025-11-03,102353,0,0
194,2025-11-03,102365,0,0
195,2025-11-03,102376,0,0
196,2025-11-03,102708,0,0
197,2025-11-03,102875,0,0
198,2025-11-03,102877,0,0
199,2025-11-03,104046,0,0
200,2025-11-03,104051,0,74
201,2025-11-03,104082,0,0
202,2025-11-03,104083,0,0
203,2025-11-03,104089,0,0
204,2025-11-03,104097,0,0
205,2025-11-03,104098,0,0
206,2025-11-03,104110,0,0
207,2025-11-03,104114,0,0
208,2025-11-03,104115,0,0
209,2025-11-03,104132,0,0
210,2025-11-03,104133,0,0
211,2025-11-03,104134,0,0
212,2025-11-03,104574,0,0
213,2025-11-03,300640,0,0
214,2025-11-03,300641,0,0
215,2025-11-03,300646,0,0
216,2025-11-03,300647,0,0
217,2025-11-03,300648,0,0
218,2025-11-03,300722,0,36
219,2025-11-03,300834,0,0
220,2025-11-03,301303,0,0
221,2025-11-03,301304,0,0
222,2025-11-03,301309,0,0
223,2025-11-03,301310,0,0
224,2025-11-03,301797,0,0
225,2025-11-03,301798,0,0
226,2025-11-03,301816,0,0
227,2025-11-03,400398,0,0
228,2025-11-03,400399,0,0
229,2025-11-03,400401,0,0
230,2025-11-03,400478,0,0
231,2025-11-03,400927,0,0
232,2025-11-03,400929,0,0
233,2025-11-03,400935,0,0
234,2025-11-03,400939,0,0
235,2025-11-03,400950,0,0
236,2025-11-03,400951,0,0
237,2025-11-03,400953,0,0
238,2025-11-03,401583,0,0
239,2025-11-03,401763,0,0
240,2025-11-03,401795,0,0
241,2025-11-03,401832,0,0
242,2025-11-03,401883,0,0
243,2025-11-03,402048,0,0
244,2025-11-04,101316,0,0
245,2025-11-04,101318,0,0
246,2025-11-04,101324,0,0
247,2025-11-04,101352,0,24
248,2025-11-04,101353,0,0
249,2025-11-04,101354,0,0
250,2025-11-04,101357,0,0
251,2025-11-04,102003,0,0
252,2025-11-04,102039,0,0
253,2025-11-04,102068,0,0
254,2025-11-04,102353,0,0
255,2025-11-04,102365,0,0
256,2025-11-04,102376,0,0
257,2025-11-04,102708,0,0
258,2025-11-04,102875,0,0
259,2025-11-04,102877,0,0
260,2025-11-04,104046,0,0
261,2025-11-04,104051,0,74
262,2025-11-04,104082,0,0
263,2025-11-04,104083,0,0
264,2025-11-04,104089,0,0
265,2025-11-04,104097,0,0
266,2025-11-04,104098,0,0
267,2025-11-04,104110,0,0
268,2025-11-04,104114,0,0
269,2025-11-04,104115,0,0
270,2025-11-04,104132,0,0
271,2025-11-04,104133,0,0
272,2025-11-04,104134,0,0
273,2025-11-04,104574,0,0
274,2025-11-04,300640,0,0
275,2025-11-04,300641,0,23
276,2025-11-04,300646,0,0
277,2025-11-04,300647,0,0
278,2025-11-04,300648,0,0
279,2025-11-04,300722,0,36
280,2025-11-04,300834,0,0
281,2025-11-04,301303,0,29
282,2025-11-04,301304,0,0
283,2025-11-04,301309,0,0
284,2025-11-04,301310,0,0
285,2025-11-04,301797,0,0
286,2025-11-04,301798,0,0
287,2025-11-04,301816,0,0
288,2025-11-04,400398,0,0
289,2025-11-04,400399,0,0
290,2025-11-04,400401,0,0
291,2025-11-04,400478,0,0
292,2025-11-04,400927,0,0
293,2025-11-04,400929,0,0
294,2025-11-04,400935,0,0
295,2025-11-04,400939,0,0
296,2025-11-04,400950,0,0
297,2025-11-04,400951,0,0
298,2025-11-04,400953,0,0
299,2025-11-04,401583,0,0
300,2025-11-04,401763,0,0
301,2025-11-04,401795,0,0
302,2025-11-04,401832,0,0
303,2025-11-04,401883,0,0
304,2025-11-04,402048,0,0
305,2025-11-05,101316,0,0
306,2025-11-05,101318,0,0
307,2025-11-05,101324,0,0
308,2025-11-05,101352,24,0
309,2025-11-05,101353,0,0
310,2025-11-05,101354,0,0
311,2025-11-05,101357,0,0
312,2025-11-05,102003,0,0
313,2025-11-05,102039,0,0
314,2025-11-05,102068,0,0
315,2025-11-05,102353,0,0
316,2025-11-05,102365,0,0
317,2025-11-05,102376,0,0
318,2025-11-05,102708,0,0
319,2025-11-05,102875,0,0
320,2025-11-05,102877,0,0
321,2025-11-05,104046,0,0
322,2025-11-05,104051,0,74
323,2025-11-05,104082,0,0
324,2025-11-05,104083,0,0
325,2025-11-05,104089,0,0
326,2025-11-05,104097,0,0
327,2025-11-05,104098,0,0
328,2025-11-05,104110,0,0
329,2025-11-05,104114,0,0
330,2025-11-05,104115,0,0
331,2025-11-05,104132,0,0
332,2025-11-05,104133,0,0
333,2025-11-05,104134,0,0
334,2025-11-05,104574,0,0
335,2025-11-05,300640,0,0
336,2025-11-05,300641,0,23
337,2025-11-05,300646,0,0
338,2025-11-05,300647,0,0
339,2025-11-05,300648,0,0
340,2025-11-05,300722,0,36
341,2025-11-05,300834,0,0
342,2025-11-05,301303,29,0
343,2025-11-05,301304,0,0
344,2025-11-05,301309,0,0
345,2025-11-05,301310,0,0
346,2025-11-05,301797,0,0
347,2025-11-05,301798,0,0
348,2025-11-05,301816,0,0
349,2025-11-05,400398,0,0
350,2025-11-05,400399,0,0
351,2025-11-05,400401,0,0
352,2025-11-05,400478,0,0
353,2025-11-05,400927,0,0
354,2025-11-05,400929,0,0
355,2025-11-05,400935,0,0
356,2025-11-05,400939,0,0
357,2025-11-05,400950,0,0
358,2025-11-05,400951,0,0
359,2025-11-05,400953,0,0
360,2025-11-05,401583,0,0
361,2025-11-05,401763,0,0
362,2025-11-05,401795,0,0
363,2025-11-05,401832,0,0
364,2025-11-05,401883,0,0
365,2025-11-05,402048,0,0
366,2025-11-06,101316,0,0
367,2025-11-06,101318,0,0
368,2025-11-06,101324,0,0
369,2025-11-06,101352,0,0
370,2025-11-06,101353,0,0
371,2025-11-06,101354,0,0
372,2025-11-06,101357,0,0
373,2025-11-06,102003,0,0
374,2025-11-06,102039,0,0
375,2025-11-06,102068,0,0
376,2025-11-06,102353,0,0
377,2025-11-06,102365,0,0
378,2025-11-06,102376,0,0
379,2025-11-06,102708,0,0
380,2025-11-06,102875,0,0
381,2025-11-06,102877,0,0
382,2025-11-06,104046,0,0
383,2025-11-06,104051,0,74
384,2025-11-06,104082,0,0
385,2025-11-06,104083,0,0
